Age,Attrition,Department,EmployeeNumber,Gender,JobRole,YearsAtCompany,MonthlyIncome,PerformanceRating
46.0,NO, sales ,1527.0,FEMALE,MANAGER,13.0,16606.0,3.0
40.0,YES, sales ,986.0, female ,SALES EXECUTIVE,1.0,13194.0,3.0
36.0, nan , research & development ,1664.0, nan , nan ,5.0,6842.0,4.0
34.0, no ,SALES,1055.0,NAN, sales representative ,1.0,2220.0,3.0
26.0,NO, research & development ,,MALE, laboratory technician ,7.0,,4.0
35.0, no , sales ,100.0, male , sales executive ,15.0,4312.0,3.0
,YES,SALES,720.0,FEMALE,SALES EXECUTIVE,2.0,4577.0,3.0
36.0, no , research & development ,, male , laboratory technician ,1.0,3688.0,3.0
36.0, nan ,RESEARCH & DEVELOPMENT,, male , laboratory technician ,7.0,2741.0,3.0
23.0, no , sales ,113.0, male , sales representative ,0.0,,3.0
38.0, no ,RESEARCH & DEVELOPMENT,662.0,FEMALE, research scientist ,0.0,2619.0,3.0
32.0, no , research & development ,359.0, male ,LABORATORY TECHNICIAN,5.0,2794.0,4.0
28.0,NO, research & development ,, female , manufacturing director ,9.0,7655.0,3.0
39.0,NO,RESEARCH & DEVELOPMENT,1132.0, male , laboratory technician ,5.0,6782.0,3.0
31.0, no , sales ,613.0,MALE, manager ,5.0,11557.0,4.0
25.0, no , research & development ,369.0,MALE,HEALTHCARE REPRESENTATIVE,6.0,4000.0,3.0
37.0, no , research & development ,391.0, female ,RESEARCH SCIENTIST,17.0,2115.0,3.0
25.0,NO,RESEARCH & DEVELOPMENT,143.0, male , research scientist ,2.0,,
41.0,NAN, nan ,1814.0,MALE,HEALTHCARE REPRESENTATIVE,3.0,6870.0,3.0
54.0, no , research & development ,1013.0, female , manufacturing director ,10.0,10739.0,3.0
26.0,YES,RESEARCH & DEVELOPMENT,1053.0, male , research scientist ,3.0,2042.0,3.0
55.0,NO, research & development ,1424.0,MALE, research director ,7.0,14732.0,3.0
47.0, no ,RESEARCH & DEVELOPMENT,820.0, nan ,MANAGER,26.0,16752.0,3.0
, no ,SALES,1329.0,MALE, sales executive ,19.0,6151.0,3.0
,YES, sales ,1733.0, male , sales executive ,2.0,6134.0,3.0
18.0, yes , sales ,614.0,MALE,NAN,0.0,1878.0,3.0
27.0,NO, research & development ,1094.0, male , laboratory technician ,3.0,4621.0,3.0
28.0,YES, sales ,1486.0, male ,SALES REPRESENTATIVE,3.0,2909.0,3.0
,NO,NAN,893.0, male ,SALES REPRESENTATIVE,2.0,2899.0,3.0
31.0, no , research & development ,530.0,MALE,LABORATORY TECHNICIAN,4.0,,3.0
, no , research & development ,486.0, female ,LABORATORY TECHNICIAN,5.0,3452.0,4.0
46.0,NO,NAN,1217.0, male , nan ,4.0,,
37.0,NAN,RESEARCH & DEVELOPMENT,342.0, male , manufacturing director ,1.0,10048.0,
39.0, no ,RESEARCH & DEVELOPMENT,1397.0,MALE, healthcare representative ,6.0,10920.0,4.0
40.0, no , research & development ,832.0,MALE,LABORATORY TECHNICIAN,1.0,5094.0,
50.0,NO,RESEARCH & DEVELOPMENT,1606.0, male ,NAN,30.0,11245.0,3.0
31.0,YES, research & development ,1537.0,FEMALE, research scientist ,7.0,4084.0,3.0
49.0, yes ,NAN,1420.0,MALE,LABORATORY TECHNICIAN,4.0,4284.0,4.0
31.0, yes , sales ,1331.0, female ,SALES REPRESENTATIVE,3.0,,
46.0,NO,HUMAN RESOURCES,103.0, nan ,HUMAN RESOURCES,4.0,5021.0,4.0
44.0,NO, research & development ,,MALE, healthcare representative ,4.0,6465.0,3.0
49.0, no , research & development ,1655.0, female , research director ,4.0,16413.0,3.0
27.0,NO,NAN,1864.0,FEMALE, sales representative ,9.0,3540.0,4.0
,YES,RESEARCH & DEVELOPMENT,932.0, nan , laboratory technician ,2.0,2404.0,4.0
38.0, no ,SALES,1835.0, nan , sales representative ,4.0,5405.0,4.0
44.0, no , research & development ,1475.0,MALE, research scientist ,5.0,3420.0,
39.0, no , research & development ,1737.0,MALE, laboratory technician ,9.0,6472.0,3.0
49.0,NO,RESEARCH & DEVELOPMENT,1661.0,FEMALE, healthcare representative ,15.0,13966.0,3.0
24.0,NO,RESEARCH & DEVELOPMENT,26.0, female , manufacturing director ,4.0,,3.0
32.0, no ,RESEARCH & DEVELOPMENT,1574.0, male ,RESEARCH SCIENTIST,6.0,4087.0,3.0
42.0,NAN, research & development ,1768.0, male ,LABORATORY TECHNICIAN,5.0,2766.0,4.0
28.0,NO,RESEARCH & DEVELOPMENT,1154.0, male ,NAN,3.0,2703.0,3.0
42.0,NO,RESEARCH & DEVELOPMENT,1334.0, male ,NAN,20.0,17861.0,3.0
40.0, no ,RESEARCH & DEVELOPMENT,287.0,MALE,NAN,3.0,4876.0,
28.0, yes , research & development ,1082.0, male ,HEALTHCARE REPRESENTATIVE,10.0,8722.0,3.0
60.0, no , sales ,732.0, male ,SALES EXECUTIVE,2.0,5405.0,3.0
, no , sales ,1355.0,FEMALE,SALES EXECUTIVE,7.0,6893.0,3.0
53.0,NO, research & development ,1472.0,MALE,RESEARCH DIRECTOR,,16598.0,3.0
32.0, yes , research & development ,190.0,FEMALE, laboratory technician ,5.0,,4.0
28.0,YES,RESEARCH & DEVELOPMENT,1175.0,FEMALE, laboratory technician ,1.0,2515.0,3.0
42.0, no , human resources ,1408.0,FEMALE,MANAGER,,16799.0,3.0
35.0, no , sales ,74.0,MALE,SALES EXECUTIVE,9.0,9069.0,4.0
49.0,NO, sales ,1138.0, male ,SALES EXECUTIVE,9.0,13120.0,3.0
54.0,NO,RESEARCH & DEVELOPMENT,578.0,FEMALE, laboratory technician ,1.0,3780.0,3.0
,NAN, sales ,416.0,MALE, sales executive ,8.0,6929.0,
28.0, no , research & development ,1834.0,NAN,NAN,,3591.0,4.0
27.0,NO,RESEARCH & DEVELOPMENT,700.0, male ,RESEARCH SCIENTIST,4.0,2045.0,3.0
44.0,NO, research & development ,1496.0,MALE,MANUFACTURING DIRECTOR,2.0,10209.0,3.0
31.0, yes , nan ,1464.0, male ,LABORATORY TECHNICIAN,2.0,3722.0,3.0
26.0,YES,RESEARCH & DEVELOPMENT,848.0, nan , research scientist ,8.0,2366.0,3.0
24.0,YES,RESEARCH & DEVELOPMENT,1494.0,MALE,LABORATORY TECHNICIAN,0.0,3172.0,3.0
27.0,NO, research & development ,1619.0, male ,LABORATORY TECHNICIAN,7.0,4066.0,3.0
32.0, no ,RESEARCH & DEVELOPMENT,830.0,NAN,NAN,14.0,,3.0
38.0, no ,RESEARCH & DEVELOPMENT,,MALE, research scientist ,2.0,2821.0,3.0
31.0, no ,SALES,, female , sales executive ,,,
42.0,NO, research & development ,1109.0,MALE,NAN,22.0,17665.0,3.0
28.0,NO, research & development ,,FEMALE, laboratory technician ,9.0,6674.0,3.0
25.0, no ,RESEARCH & DEVELOPMENT,854.0,MALE,RESEARCH SCIENTIST,4.0,3424.0,3.0
32.0, no , nan ,859.0, male , sales executive ,5.0,4403.0,3.0
30.0, no , nan ,1321.0,FEMALE, nan ,,11916.0,4.0
29.0, no , sales ,,MALE,SALES EXECUTIVE,,6931.0,3.0
33.0, no ,RESEARCH & DEVELOPMENT,1994.0, male , laboratory technician ,1.0,2008.0,3.0
47.0, nan ,SALES,728.0, male ,NAN,7.0,4960.0,3.0
28.0,YES,NAN,1604.0,MALE,LABORATORY TECHNICIAN,1.0,2408.0,3.0
35.0,NO, research & development ,1369.0,FEMALE,LABORATORY TECHNICIAN,,5363.0,
37.0,NAN,NAN,, male ,NAN,7.0,5974.0,3.0
35.0, yes ,SALES,1797.0,MALE,NAN,10.0,5813.0,3.0
25.0,NO,SALES,2018.0, female ,SALES EXECUTIVE,5.0,4907.0,4.0
35.0, yes , sales ,1667.0,MALE,SALES EXECUTIVE,11.0,4581.0,4.0
29.0, no ,RESEARCH & DEVELOPMENT,1859.0,MALE,HEALTHCARE REPRESENTATIVE,7.0,6384.0,3.0
,YES,SALES,1100.0, male , sales executive ,,9582.0,
54.0,NO, research & development ,1665.0,FEMALE, manager ,10.0,17426.0,4.0
48.0, no ,RESEARCH & DEVELOPMENT,1263.0, male ,RESEARCH DIRECTOR,1.0,18265.0,3.0
34.0,NAN,RESEARCH & DEVELOPMENT,1755.0, male ,RESEARCH SCIENTIST,5.0,2932.0,3.0
34.0,NO,RESEARCH & DEVELOPMENT,683.0, male ,NAN,,2691.0,3.0
58.0,YES,RESEARCH & DEVELOPMENT,825.0, male ,RESEARCH DIRECTOR,31.0,19246.0,3.0
34.0,YES, sales ,555.0,FEMALE,NAN,2.0,2351.0,3.0
41.0, no ,RESEARCH & DEVELOPMENT,1035.0,NAN, research director ,21.0,19973.0,4.0
39.0, no ,RESEARCH & DEVELOPMENT,429.0,MALE, manager ,21.0,,3.0
49.0,NO, research & development ,,FEMALE, laboratory technician ,9.0,3211.0,3.0
,NAN, research & development ,1344.0, male , healthcare representative ,9.0,8500.0,3.0
,NO,RESEARCH & DEVELOPMENT,1235.0,FEMALE, research scientist ,8.0,4998.0,3.0
46.0,YES, sales ,118.0, male , sales executive ,9.0,9619.0,
28.0, yes , nan ,1504.0,MALE, laboratory technician ,0.0,,3.0
40.0,NO, research & development ,1822.0,NAN,HEALTHCARE REPRESENTATIVE,,6513.0,3.0
42.0,YES,RESEARCH & DEVELOPMENT,752.0, male ,RESEARCH SCIENTIST,2.0,2759.0,3.0
58.0, yes ,RESEARCH & DEVELOPMENT,1360.0, female ,MANUFACTURING DIRECTOR,10.0,10008.0,3.0
28.0,NO,HUMAN RESOURCES,1858.0, male ,HUMAN RESOURCES,3.0,2706.0,3.0
35.0, no , sales ,406.0,MALE, sales executive ,11.0,,3.0
, no ,SALES,,FEMALE,SALES EXECUTIVE,14.0,,3.0
33.0,YES,NAN,325.0, male , laboratory technician ,5.0,2436.0,3.0
26.0,NO,RESEARCH & DEVELOPMENT,1083.0, male ,LABORATORY TECHNICIAN,5.0,3955.0,3.0
18.0,YES, research & development ,,MALE, laboratory technician ,0.0,1420.0,3.0
, no , nan ,1560.0,MALE,SALES EXECUTIVE,2.0,6392.0,3.0
31.0,NO,SALES,399.0, female ,SALES REPRESENTATIVE,2.0,2789.0,3.0
33.0, no , research & development ,,FEMALE, research scientist ,8.0,2909.0,3.0
39.0, nan , research & development ,1654.0,MALE,MANUFACTURING DIRECTOR,5.0,5295.0,4.0
50.0,NO,SALES,738.0,MALE, sales representative ,2.0,3875.0,
23.0,NO, research & development ,1982.0, male , laboratory technician ,5.0,2647.0,3.0
36.0,NO,RESEARCH & DEVELOPMENT,13.0,MALE, nan ,7.0,5237.0,3.0
43.0, no , research & development ,1813.0,NAN, research scientist ,3.0,2438.0,3.0
23.0, yes ,SALES,1702.0,MALE,NAN,3.0,2275.0,4.0
42.0, no ,RESEARCH & DEVELOPMENT,1976.0, male , research scientist ,20.0,,3.0
26.0,YES, research & development ,622.0,MALE,LABORATORY TECHNICIAN,1.0,2340.0,3.0
30.0, no ,RESEARCH & DEVELOPMENT,,MALE,LABORATORY TECHNICIAN,5.0,2720.0,3.0
29.0,NO, research & development ,1150.0,MALE, manufacturing director ,10.0,5056.0,3.0
54.0,NO,HUMAN RESOURCES,698.0,MALE,HUMAN RESOURCES,9.0,10725.0,3.0
34.0, no ,SALES,2035.0,FEMALE, sales executive ,8.0,6712.0,4.0
29.0, nan , nan ,, male ,RESEARCH SCIENTIST,9.0,,
42.0,NAN,RESEARCH & DEVELOPMENT,605.0,MALE,MANUFACTURING DIRECTOR,10.0,7406.0,4.0
28.0,NO, sales ,,FEMALE, sales executive ,8.0,4779.0,4.0
31.0, yes ,RESEARCH & DEVELOPMENT,991.0,MALE,NAN,,2321.0,4.0
44.0,YES,RESEARCH & DEVELOPMENT,1200.0,NAN, research scientist ,6.0,2936.0,3.0
,YES, research & development ,1792.0, male ,RESEARCH SCIENTIST,5.0,2342.0,3.0
44.0, no ,NAN,1523.0,MALE,RESEARCH DIRECTOR,20.0,16328.0,3.0
29.0,NAN, research & development ,1192.0, nan ,LABORATORY TECHNICIAN,10.0,3131.0,3.0
27.0,NO,RESEARCH & DEVELOPMENT,1647.0, nan ,RESEARCH SCIENTIST,3.0,3517.0,3.0
40.0, no , research & development ,1092.0,MALE, healthcare representative ,11.0,10322.0,4.0
50.0,NO,RESEARCH & DEVELOPMENT,815.0,MALE, research director ,4.0,17639.0,3.0
30.0,NO, research & development ,292.0, male , manufacturing director ,11.0,8474.0,
38.0, no , research & development ,2015.0,FEMALE,RESEARCH DIRECTOR,18.0,13206.0,3.0
34.0,NAN,RESEARCH & DEVELOPMENT,110.0, male ,MANUFACTURING DIRECTOR,5.0,4325.0,3.0
30.0,NO,RESEARCH & DEVELOPMENT,1015.0,FEMALE,RESEARCH DIRECTOR,8.0,11416.0,3.0
55.0,NO,RESEARCH & DEVELOPMENT,505.0,FEMALE, nan ,5.0,16659.0,3.0
31.0, no , sales ,947.0,FEMALE, sales executive ,9.0,6932.0,3.0
34.0, no ,RESEARCH & DEVELOPMENT,339.0,MALE,MANUFACTURING DIRECTOR,11.0,5957.0,3.0
34.0, no ,RESEARCH & DEVELOPMENT,339.0,MALE,MANUFACTURING DIRECTOR,11.0,5957.0,3.0
29.0, no , sales ,1669.0,NAN,SALES EXECUTIVE,10.0,4187.0,
, no , research & development ,1201.0, female , manager ,7.0,18606.0,3.0
38.0,NO,RESEARCH & DEVELOPMENT,556.0,MALE, laboratory technician ,,1702.0,4.0
, no , sales ,106.0,MALE,SALES EXECUTIVE,1.0,10239.0,3.0
,NO, research & development ,97.0,FEMALE,LABORATORY TECHNICIAN,1.0,3038.0,3.0
39.0, no ,RESEARCH & DEVELOPMENT,721.0, female ,HEALTHCARE REPRESENTATIVE,20.0,4553.0,3.0
33.0,NAN,SALES,1268.0,MALE, sales executive ,,8380.0,3.0
37.0, nan , research & development ,635.0,FEMALE,MANUFACTURING DIRECTOR,6.0,6447.0,3.0
38.0, no , research & development ,950.0,NAN,RESEARCH DIRECTOR,15.0,13582.0,3.0
41.0,NO, research & development ,,MALE,NAN,18.0,4721.0,3.0
40.0, no ,RESEARCH & DEVELOPMENT,521.0, female , laboratory technician ,1.0,,4.0
30.0, yes , research & development ,, female ,RESEARCH SCIENTIST,5.0,2132.0,3.0
, yes , human resources ,1842.0,MALE, human resources ,1.0,,3.0
42.0,NO, research & development ,551.0, nan ,HEALTHCARE REPRESENTATIVE,6.0,4523.0,3.0
37.0,NO,RESEARCH & DEVELOPMENT,, female , research director ,,13744.0,4.0
33.0,YES,RESEARCH & DEVELOPMENT,702.0, male ,RESEARCH SCIENTIST,10.0,3348.0,3.0
33.0, no , research & development ,1798.0,MALE,RESEARCH SCIENTIST,10.0,3143.0,3.0
45.0, no ,RESEARCH & DEVELOPMENT,1465.0,MALE,MANUFACTURING DIRECTOR,3.0,9380.0,3.0
,NO, research & development ,408.0, male ,MANUFACTURING DIRECTOR,4.0,5482.0,3.0
21.0,NO,NAN,1131.0,FEMALE, research scientist ,2.0,2070.0,3.0
41.0, no , sales ,599.0, male , sales executive ,14.0,6230.0,3.0
56.0,NO, nan ,1338.0, male ,MANAGER,7.0,19717.0,3.0
53.0, no , research & development ,386.0,NAN,NAN,5.0,17584.0,3.0
37.0, no , research & development ,623.0,FEMALE,MANUFACTURING DIRECTOR,6.0,7491.0,3.0
35.0,NO, research & development ,381.0,FEMALE,MANAGER,7.0,11996.0,
31.0, no ,RESEARCH & DEVELOPMENT,524.0, female , manufacturing director ,13.0,4306.0,3.0
47.0,YES,SALES,,MALE,SALES EXECUTIVE,23.0,12936.0,3.0
, no , research & development ,634.0, nan , nan ,1.0,9824.0,3.0
,NO, research & development ,1911.0, male ,NAN,,13348.0,3.0
36.0, no , research & development ,1651.0, female ,HEALTHCARE REPRESENTATIVE,3.0,8008.0,3.0
27.0,NO, research & development ,733.0, male , manufacturing director ,9.0,8793.0,4.0
43.0, yes ,RESEARCH & DEVELOPMENT,1767.0,MALE, research scientist ,1.0,2437.0,3.0
31.0, no , research & development ,493.0,NAN, research scientist ,2.0,2657.0,3.0
40.0,NO, research & development ,964.0, male ,RESEARCH SCIENTIST,1.0,3617.0,
, no , sales ,1466.0,MALE,SALES EXECUTIVE,,5486.0,3.0
, no , research & development ,1311.0,FEMALE, laboratory technician ,9.0,4627.0,3.0
37.0, no , research & development ,,MALE, manufacturing director ,4.0,5768.0,3.0
, no ,SALES,558.0,FEMALE,MANAGER,20.0,18041.0,3.0
43.0,NO,RESEARCH & DEVELOPMENT,171.0, female ,RESEARCH SCIENTIST,3.0,4739.0,
26.0, no , research & development ,1018.0, male , manufacturing director ,8.0,5472.0,3.0
37.0,YES,SALES,970.0,MALE, sales executive ,14.0,10609.0,3.0
32.0, no ,RESEARCH & DEVELOPMENT,,FEMALE,RESEARCH SCIENTIST,7.0,5878.0,
32.0,YES, sales ,631.0,MALE, sales executive ,,4707.0,3.0
42.0, no , research & development ,809.0,MALE, manager ,24.0,18430.0,3.0
26.0,NAN, sales ,476.0,NAN, sales executive ,8.0,5296.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,1291.0, male ,RESEARCH SCIENTIST,3.0,3506.0,3.0
40.0,NO,RESEARCH & DEVELOPMENT,1628.0,FEMALE,MANUFACTURING DIRECTOR,18.0,10435.0,3.0
27.0,NO,SALES,1403.0, female , sales executive ,6.0,5769.0,3.0
53.0, no , research & development ,1775.0, female ,MANUFACTURING DIRECTOR,3.0,12965.0,4.0
33.0, nan ,NAN,1207.0,MALE, nan ,,3600.0,3.0
36.0, no , research & development ,949.0,MALE, research scientist ,6.0,4678.0,3.0
35.0,NO,RESEARCH & DEVELOPMENT,1182.0,MALE,MANUFACTURING DIRECTOR,7.0,10274.0,3.0
39.0,NO, research & development ,1618.0, male ,MANUFACTURING DIRECTOR,7.0,5377.0,3.0
46.0, no , sales ,62.0, male ,NAN,9.0,5772.0,4.0
32.0,NO,SALES,1739.0, male ,SALES EXECUTIVE,4.0,9610.0,3.0
29.0,NO,RESEARCH & DEVELOPMENT,208.0, male , manufacturing director ,10.0,4319.0,3.0
45.0, no , human resources ,1744.0, female , human resources ,5.0,9756.0,4.0
46.0, no , research & development ,1789.0, male ,RESEARCH DIRECTOR,2.0,19328.0,
29.0, yes ,NAN,994.0,FEMALE, research scientist ,0.0,2404.0,4.0
31.0,NO, sales ,1833.0,FEMALE, nan ,3.0,,3.0
22.0,NO,RESEARCH & DEVELOPMENT,169.0, male , laboratory technician ,2.0,2523.0,3.0
26.0, no , research & development ,1918.0, male ,LABORATORY TECHNICIAN,7.0,2544.0,3.0
45.0,NAN, research & development ,,FEMALE, laboratory technician ,5.0,2270.0,3.0
22.0, no ,RESEARCH & DEVELOPMENT,511.0, female ,RESEARCH SCIENTIST,2.0,2244.0,3.0
,NO,RESEARCH & DEVELOPMENT,1297.0, nan , laboratory technician ,7.0,2838.0,3.0
36.0,NO, sales ,1710.0, female , sales representative ,,4502.0,3.0
55.0,NO,HUMAN RESOURCES,1973.0, male ,MANAGER,10.0,19636.0,3.0
31.0,NAN, nan ,1979.0,FEMALE,RESEARCH DIRECTOR,,11031.0,4.0
24.0, yes ,RESEARCH & DEVELOPMENT,647.0, female ,LABORATORY TECHNICIAN,6.0,2886.0,3.0
27.0, no ,RESEARCH & DEVELOPMENT,1751.0,FEMALE,RESEARCH SCIENTIST,6.0,3445.0,3.0
46.0,NAN, research & development ,550.0,FEMALE, manufacturing director ,10.0,4810.0,
35.0, no ,SALES,620.0, female ,NAN,5.0,4859.0,3.0
34.0,NO, sales ,1915.0, female ,SALES EXECUTIVE,4.0,8103.0,3.0
43.0, nan , research & development ,1971.0,MALE,HEALTHCARE REPRESENTATIVE,10.0,7510.0,3.0
41.0, nan ,NAN,199.0, nan ,MANAGER,7.0,17181.0,
27.0,NO, research & development ,1931.0, nan ,RESEARCH SCIENTIST,5.0,2226.0,3.0
33.0, no , research & development ,305.0,FEMALE, research scientist ,3.0,2622.0,4.0
39.0,NO, sales ,,MALE, sales executive ,,13341.0,3.0
40.0, no ,SALES,1212.0, male ,SALES EXECUTIVE,0.0,4327.0,3.0
59.0, no , research & development ,309.0,MALE,RESEARCH SCIENTIST,1.0,2177.0,3.0
29.0,NO,RESEARCH & DEVELOPMENT,346.0, male ,RESEARCH SCIENTIST,6.0,2340.0,3.0
32.0,NO, research & development ,78.0,MALE,MANUFACTURING DIRECTOR,9.0,6162.0,4.0
35.0, no , research & development ,1728.0,MALE, manufacturing director ,7.0,6883.0,
24.0, nan ,SALES,1495.0,FEMALE,SALES REPRESENTATIVE,1.0,2033.0,3.0
30.0, no , nan ,1298.0,FEMALE,MANUFACTURING DIRECTOR,8.0,4695.0,3.0
56.0,NO, sales ,532.0,FEMALE,SALES EXECUTIVE,7.0,13212.0,3.0
46.0, no , nan ,363.0, female ,MANAGER,7.0,16872.0,3.0
45.0, no , nan ,192.0,MALE,RESEARCH SCIENTIST,6.0,3452.0,3.0
28.0,NO,NAN,377.0,MALE, research scientist ,5.0,2070.0,4.0
50.0,NO,RESEARCH & DEVELOPMENT,1215.0,FEMALE, manager ,2.0,17856.0,4.0
,YES, research & development ,1389.0, male ,MANUFACTURING DIRECTOR,10.0,6179.0,3.0
43.0,NO,RESEARCH & DEVELOPMENT,1599.0,MALE, laboratory technician ,6.0,4876.0,
34.0,NO, research & development ,1383.0,FEMALE,HEALTHCARE REPRESENTATIVE,14.0,6687.0,3.0
33.0,NO, sales ,1756.0,FEMALE,SALES EXECUTIVE,11.0,,3.0
43.0, no ,RESEARCH & DEVELOPMENT,1866.0, female ,MANAGER,16.0,19392.0,3.0
30.0,NO, research & development ,117.0, male , healthcare representative ,11.0,4152.0,3.0
, no , research & development ,1954.0, male ,NAN,5.0,5373.0,3.0
21.0,YES, sales ,, male , sales representative ,1.0,,3.0
35.0,NAN, research & development ,826.0, female ,RESEARCH SCIENTIST,2.0,2506.0,3.0
50.0, no , nan ,226.0, female ,MANAGER,5.0,,3.0
41.0, no , sales ,1909.0,FEMALE,SALES EXECUTIVE,5.0,,4.0
54.0, no , sales ,1070.0,FEMALE, sales executive ,,10686.0,3.0
35.0,NO, sales ,1962.0,FEMALE, nan ,10.0,,3.0
35.0, no ,RESEARCH & DEVELOPMENT,1028.0, male , nan ,3.0,3917.0,4.0
38.0, no ,RESEARCH & DEVELOPMENT,24.0,MALE, research scientist ,3.0,3944.0,3.0
39.0,YES,SALES,42.0,MALE, sales representative ,1.0,2086.0,3.0
54.0, no ,NAN,1422.0,FEMALE,RESEARCH DIRECTOR,20.0,17328.0,3.0
27.0, no , research & development ,844.0, male , research director ,9.0,12808.0,3.0
33.0,NAN,SALES,1681.0, female ,SALES EXECUTIVE,6.0,5368.0,4.0
42.0,NO,RESEARCH & DEVELOPMENT,827.0,FEMALE, manufacturing director ,4.0,6062.0,3.0
26.0,YES, research & development ,55.0, male ,LABORATORY TECHNICIAN,1.0,2293.0,3.0
42.0,NO,RESEARCH & DEVELOPMENT,1148.0, male , laboratory technician ,1.0,4272.0,3.0
, no ,RESEARCH & DEVELOPMENT,547.0,FEMALE,RESEARCH SCIENTIST,5.0,4556.0,3.0
46.0, no ,SALES,1204.0,FEMALE,MANAGER,26.0,17048.0,4.0
27.0,NO, research & development ,1162.0,MALE,RESEARCH SCIENTIST,4.0,2539.0,3.0
45.0, nan ,SALES,1045.0,FEMALE,MANAGER,9.0,17650.0,3.0
45.0, no ,RESEARCH & DEVELOPMENT,1553.0,NAN, healthcare representative ,10.0,7441.0,
52.0, no ,NAN,316.0, female , laboratory technician ,,3212.0,3.0
42.0, no ,RESEARCH & DEVELOPMENT,1542.0,MALE, laboratory technician ,1.0,4841.0,3.0
37.0,NO, sales ,868.0,MALE, sales executive ,1.0,6334.0,3.0
41.0, yes ,SALES,488.0,MALE, sales executive ,8.0,,3.0
37.0, no ,RESEARCH & DEVELOPMENT,518.0, nan ,MANUFACTURING DIRECTOR,1.0,4197.0,3.0
39.0, no ,RESEARCH & DEVELOPMENT,1322.0,MALE,MANUFACTURING DIRECTOR,8.0,4534.0,3.0
31.0,NO, sales ,,FEMALE, sales executive ,12.0,5468.0,3.0
,NO,RESEARCH & DEVELOPMENT,286.0,FEMALE,NAN,8.0,,3.0
43.0,NO, research & development ,1402.0,FEMALE, nan ,20.0,,
31.0, no , research & development ,308.0, male , manufacturing director ,5.0,4345.0,3.0
37.0, nan , research & development ,,FEMALE,LABORATORY TECHNICIAN,18.0,3034.0,3.0
34.0, yes ,HUMAN RESOURCES,590.0, female ,HUMAN RESOURCES,3.0,9950.0,3.0
36.0, nan , sales ,2045.0,FEMALE,SALES EXECUTIVE,6.0,6652.0,3.0
25.0,NO, sales ,781.0, female , sales executive ,6.0,6180.0,4.0
31.0,NO,HUMAN RESOURCES,424.0, nan ,HUMAN RESOURCES,2.0,6410.0,
36.0,NO, research & development ,1614.0, female ,MANUFACTURING DIRECTOR,,4663.0,3.0
27.0, no , research & development ,1001.0, female , laboratory technician ,2.0,2811.0,3.0
45.0,YES,SALES,684.0, female ,SALES EXECUTIVE,1.0,,3.0
23.0, no , research & development ,705.0, nan , research scientist ,3.0,,3.0
35.0, yes , sales ,1667.0,MALE,SALES EXECUTIVE,11.0,4581.0,4.0
54.0, no ,NAN,1250.0, male , research director ,10.0,17779.0,
51.0,NAN, research & development ,116.0,MALE,LABORATORY TECHNICIAN,,2075.0,4.0
26.0,YES, research & development ,394.0, male ,NAN,3.0,2373.0,3.0
29.0,YES,SALES,1487.0, female ,SALES EXECUTIVE,5.0,5765.0,3.0
36.0,NO,RESEARCH & DEVELOPMENT,2061.0, male ,NAN,5.0,2571.0,3.0
32.0,YES, research & development ,1309.0, male ,LABORATORY TECHNICIAN,10.0,,
40.0,NO, research & development ,1128.0, male ,NAN,20.0,19626.0,3.0
37.0,NO,RESEARCH & DEVELOPMENT,689.0, male ,MANUFACTURING DIRECTOR,,9434.0,3.0
, no ,RESEARCH & DEVELOPMENT,1587.0,FEMALE,HEALTHCARE REPRESENTATIVE,5.0,6142.0,3.0
28.0,NO, research & development ,, female , manufacturing director ,9.0,7655.0,3.0
37.0,NO, research & development ,306.0, male ,RESEARCH DIRECTOR,10.0,12185.0,3.0
58.0, no ,RESEARCH & DEVELOPMENT,422.0, male , healthcare representative ,5.0,5660.0,3.0
21.0,YES, sales ,,FEMALE,SALES REPRESENTATIVE,3.0,2174.0,3.0
40.0,NO, research & development ,1474.0, nan ,RESEARCH SCIENTIST,3.0,2345.0,3.0
, no ,RESEARCH & DEVELOPMENT,887.0, nan ,RESEARCH SCIENTIST,,3580.0,3.0
50.0, no ,SALES,174.0, female , sales executive ,2.0,9208.0,3.0
41.0,NO, human resources ,731.0,NAN,MANAGER,21.0,19141.0,3.0
44.0, no , research & development ,1703.0,FEMALE,HEALTHCARE REPRESENTATIVE,8.0,7879.0,3.0
31.0,NO,RESEARCH & DEVELOPMENT,2057.0,MALE,MANUFACTURING DIRECTOR,9.0,9936.0,3.0
30.0, no ,SALES,1179.0, male , sales executive ,10.0,6578.0,3.0
40.0,NO,RESEARCH & DEVELOPMENT,1468.0,MALE,RESEARCH DIRECTOR,9.0,,3.0
35.0, no ,RESEARCH & DEVELOPMENT,1826.0,MALE, nan ,5.0,2705.0,3.0
45.0, no ,SALES,1117.0, nan ,SALES EXECUTIVE,15.0,5593.0,3.0
27.0,NO, research & development ,218.0,MALE, nan ,2.0,2024.0,3.0
32.0,NO,RESEARCH & DEVELOPMENT,1720.0,MALE, research scientist ,5.0,3433.0,3.0
36.0,NO,RESEARCH & DEVELOPMENT,419.0,FEMALE,LABORATORY TECHNICIAN,9.0,5674.0,3.0
37.0, nan ,SALES,1700.0,MALE, nan ,6.0,9525.0,3.0
